タイトル,順位,得意先コード,得意先名称,得意先名称２,ランク,重点,業態,担当者,カテゴリー名,地区名称,電話番号,住所１,住所２,住所３,売上金額,粗利金額,前年対比率,前年売上,前年粗利,前々年売上,前々年粗利
"	【売上金額／ベスト順】    25/02/01～26/01/31",650,"	0078465","	（有）髙橋茂商店　本店","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア神奈川","	神奈川","	0463953032","	神奈川県　伊勢原市伊勢原","	　　　　　１－４－３","	",381400,115115,347.68,109700,36736,230400,85970
"	【売上金額／ベスト順】    25/02/01～26/01/31",651,"	0079302","	（株）上越フルーツ","	","	C","	","	農業法人","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0255222168","	新潟県　上越市木田３－５－２７","	","	",377790,107947,135.05,279740,81189,515015,186896
"	【売上金額／ベスト順】    25/02/01～26/01/31",652,"	0077462","	（有）くすのきファーム　　ＣＬ","	","	","	","	農業法人","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0126266265","	北海道　岩見沢市金子町７３４","	","	",375600,63240,191.73,195900,31056,298400,42944
"	【売上金額／ベスト順】    25/02/01～26/01/31",653,"	0074927","	佐々木　強　　　　　　　　ＣＬ","	","	","	","	生産者","	米原ﾒﾃﾞｨｱ","	メディア岐阜","	岐阜","	0573281036","	岐阜県　恵那市三郷町佐々良木","	　　　　４０５","	",374400,103084,376.47,99450,26219,413665,87206
"	【売上金額／ベスト順】    25/02/01～26/01/31",654,"	0082638","	ＪＡとうや湖　壮瞥支所","	　　　　　　農産青果第３課","	","	","	ＪＡ","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0142662111","	北海道　有珠郡壮瞥町滝之町","	　　　　４２０－３","	",373650,72245,95.63,390740,74627,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",655,"	0070587","	（株）いづよね　　　　　　ＣＬ","	","	","	","	小売店","	木村寿","	木村寿　兵庫Ａ","	兵庫","	0788212502","	兵庫県　神戸市灘区記田町","	　　　　２－３－１８","	",371800,74867,270.20,137600,53169,434200,77728
"	【売上金額／ベスト順】    25/02/01～26/01/31",656,"	0081582","	ライズフラット（株）　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア神奈川","	神奈川","	0457717755","	神奈川県　横浜市金沢区富岡東","	          ２－３－１２角","	",371300,116423,88.66,418800,160493,160000,46100
"	【売上金額／ベスト順】    25/02/01～26/01/31",657,"	0080655","	佐藤　秀和　　　　　　　　ＣＬ","	","	","	","	生産者","	津田ﾒﾃﾞｨｱ","	メディア福島","	福島","	08082198590","	福島県　双葉郡浪江町大字立野","	　　　　字関ノ倉８８","	",370200,126750,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",658,"	0083392","	フォーファイブ（有）    ＣＬ","	","	","	","	卸","	米原ﾒﾃﾞｨｱ","	メディア愛知","	愛知","	08048450068","	愛知県　小牧市中央1-241-7","	        石井小牧ビル１階","	",370200,110676,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",659,"	0073705","	お米の専門店こめや小禄店　ＣＬ","	","	C","	","	小売店","	木村拓","	木村拓　沖縄","	沖縄","	0988586584","	沖縄県　那覇市鏡原２６－２６","	","	",369600,90300,154.39,239400,86076,238350,86940
"	【売上金額／ベスト順】    25/02/01～26/01/31",660,"	0079585","	苅部農園　苅部好美　　　　ＣＬ","	","	","	","	生産者","	小河東ﾒﾃﾞｨ","	メディア茨城","	茨城","	0296435222","	茨城県　下妻市原８３６","	","	",369500,154970,335.91,110000,46550,345750,125580
"	【売上金額／ベスト順】    25/02/01～26/01/31",661,"	0074645","	（有）アグリカンパニーこしじ","	","	C","	","	農業法人","	山本","	山本　新潟","	新潟","	0258925251","	新潟県　長岡市浦４７２６","	","	",368500,51532,59.93,614850,79964,868090,131303
"	【売上金額／ベスト順】    25/02/01～26/01/31",662,"	0078145","	（株）須賀米穀店","	","	C","	","	小売店","	片山","	片山　関東山梨","	東京","	0336790467","	東京都　江戸川区東瑞江","	　　　　２－２－９","	",367469,104630,95.84,383430,85077,329822,80557
"	【売上金額／ベスト順】    25/02/01～26/01/31",663,"	0094817","	村瀬産業（株）　　　　　　ＣＬ","	","	","	","	その他","	米原ﾒﾃﾞｨｱ","	メディア岐阜","	岐阜","	0584321234","	岐阜県　養老郡養老町高田","	　　　　５０－１４","	",366950,73200,.00,0,0,122000,17000
"	【売上金額／ベスト順】    25/02/01～26/01/31",664,"	0080324","	（有）松井米店　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア静岡","	静岡","	0559920142","	静岡県　裾野市茶畑４４３－１","	","	",366106,106979,85.42,428594,147281,429892,137841
"	【売上金額／ベスト順】    25/02/01～26/01/31",665,"	0082719","	目黒　裕人　　　        ＣＬ","	","	","	","	生産者","	小河東ﾒﾃﾞｨ","	メディア茨城","	茨城","	08020525245","	茨城県　潮来市日の出","	　　　　１－１６－４","	",365200,65080,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",666,"	0073362","	正野食糧売店　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア鹿児島","	鹿児島","	0997520527","	鹿児島県　奄美市名瀬伊津部町","	　　　　　１３－１１","	",363950,113271,94.94,383350,121025,356100,103375
"	【売上金額／ベスト順】    25/02/01～26/01/31",667,"	0082147","	（有）サンライス魚沼　　　ＣＬ","	","	","	","	生産者","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0257925778","	新潟県　魚沼市七日市６６８－１","	","	",363000,164250,98.96,366800,156686,84800,17984
"	【売上金額／ベスト順】    25/02/01～26/01/31",668,"	0073609","	人吉食糧（株）","	","	","	","	小売店","	堀川","	堀川　熊本","	熊本","	0966222335","	熊本県　人吉市下青井町","	　　　　３８８－２","	",362320,95568,228.51,158560,37344,133680,29808
"	【売上金額／ベスト順】    25/02/01～26/01/31",669,"	0098702","	（有）タカシマファーム","	","	","	","	生産者","	山下尚","	山下尚　北海道","	北海道","	0113730693","	北海道　北広島市共栄","	　　　　５８４－１１５","	",361760,26615,65.10,555740,116079,390020,39416
"	【売上金額／ベスト順】    25/02/01～26/01/31",670,"	0073507","	こめ屋","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア熊本","	熊本","	0968743008","	熊本県　玉名市立願寺８７５－５","	","	",361500,90488,330.14,109500,28780,106150,30892
"	【売上金額／ベスト順】    25/02/01～26/01/31",671,"	0083207","	（株）エーアンドユー   ＣＬ","	","	","	","	その他","	木村寿","	木村寿　兵庫Ａ","	大阪","	0666478511","	大阪府　大阪市浪速区恵美須東","	　　　　１－３－１－１Ｆ","	",360500,45596,125.54,287150,32878,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",672,"	0082349","	（株）タカイ","	","	B","	1","	取扱店","	木村拓","	木村拓　鹿児島","	鹿児島","	0992227111","	鹿児島県　鹿児島市泉町","	　　　　　１３－２０","	",360000,62560,153.19,235000,53750,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",673,"	0076073","	泉商事（株）　　　　　　　　Ⅱ","	","	C","	","	準代理店","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0252600567","	新潟県　新潟市西区流通センター","	　　　　４－４－６","	",358450,68191,67.50,531018,135734,524790,92500
"	【売上金額／ベスト順】    25/02/01～26/01/31",674,"	0078176","	武蔵野産業（株）宇都宮営業所","	","	","	","	取扱店","	斎藤ﾒﾃﾞｨｱ","	メディア栃木","	栃木","	0286883100","	栃木県　宇都宮市針ヶ谷町","	　　　　１１３４－２","	",357550,69986,95.77,373350,78835,310150,77902
"	【売上金額／ベスト順】    25/02/01～26/01/31",675,"	0074054","	（有）島田商店","	","	C","	","	小売店","	山本","	山本　新潟","	新潟","	0258330652","	新潟県　長岡市東新町","	　　　　２－３－２８","	",356268,67326,99.85,356810,72174,442300,96764
"	【売上金額／ベスト順】    25/02/01～26/01/31",676,"	0075173","	深谷米穀　企業組合","	","	","	","	取扱店","	斎藤ﾒﾃﾞｨｱ","	メディア埼玉","	埼玉","	0485711555","	埼玉県　深谷市上柴町東","	　　　　３－１１－１２","	",355107,93089,83.93,423081,116091,318121,84587
"	【売上金額／ベスト順】    25/02/01～26/01/31",677,"	0073130","	（株）小山商店","	","	C","	","	小売店","	堀川","	堀川　長崎","	長崎","	0958302121","	長崎県　長崎市中里町","	　　　　１０４３－８","	",353500,86260,137.52,257060,55995,378900,80095
"	【売上金額／ベスト順】    25/02/01～26/01/31",678,"	0076397","	みどりや商店　　　　　　　ＣＬ","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア福島","	福島","	0248793509","	福島県　須賀川市小作田","	　　　　荒町台５９","	",352050,125429,87.30,403250,129525,209369,48504
"	【売上金額／ベスト順】    25/02/01～26/01/31",679,"	0074103","	（有）ばんば","	","	C","	","	農業法人","	森田","	森田　北陸","	石川","	0762761096","	石川県　白山市宮永町１８７番地","	","	",351250,77671,108.28,324400,78980,724392,123351
"	【売上金額／ベスト順】    25/02/01～26/01/31",680,"	0092262","	磯部米穀（株）　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア千葉","	千葉","	0479720111","	千葉県　匝瑳市八日市場ロ２７０","	","	",350802,84345,589.58,59500,27980,57000,15490
"	【売上金額／ベスト順】    25/02/01～26/01/31",681,"	0082614","	Ｂｉｋｏ　滝沢萌子　　　　ＣＬ","	","	","	","	その他","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0257653777","	新潟県　中魚沼郡津南町下船渡","	　　　　戊１０６１－１２","	",349450,61201,.00,0,0,158728,37355
"	【売上金額／ベスト順】    25/02/01～26/01/31",682,"	0081978","	（株）とさのさと","	　ＪＡファーマーズマーケット","	C","	","	ＪＡ","	木村寿","	木村寿　四国","	高知","	0888788722","	高知県　高知市北御座１０－４６","	","	",348800,47316,63.84,546400,55648,454235,73082
"	【売上金額／ベスト順】    25/02/01～26/01/31",683,"	0083418","	（有）山口米店　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア鹿児島","	鹿児島","	0995431779","	鹿児島県　霧島市隼人町真孝","	　　　　　２４４０－６","	",348480,117806,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",684,"	0027422","	（株）東和","	","	C","	","	その他","	森田","	森田 ｲﾝﾊﾟﾙｽ","	大阪","	0722530068","	大阪府　堺市北区南花田町","	　　　　３３－６","	",348250,59888,863.72,40320,10640,236750,32020
"	【売上金額／ベスト順】    25/02/01～26/01/31",685,"	0099921","	農事組合法人　生保内南　　ＣＬ","	","	","	","	","	斎藤ﾒﾃﾞｨｱ","	メディア秋田","	秋田","	0187498024","	秋田県　仙北市田沢湖生保内字","	　　　　中宿７２番地","	",347700,106071,220.94,157370,55035,84750,9010
"	【売上金額／ベスト順】    25/02/01～26/01/31",686,"	0076753","	農事組合法人　やまがたファーム","	","	","	","	農業法人","	津田ﾒﾃﾞｨｱ","	メディア山形","	山形","	0236668982","	山形県　山形市檀野前","	　　　　３９－４","	",346500,91420,125.45,276200,104732,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",687,"	0097956","	あだたらアグリサービス","	","	","	","	生産者","	津田ﾒﾃﾞｨｱ","	メディア福島","	福島","	0243483184","	福島県　安達郡大玉村大山","	　　　　字南新田４３","	",345700,90442,51.28,674170,200743,477016,136862
"	【売上金額／ベスト順】    25/02/01～26/01/31",688,"	0073679","	天草食糧（株）","	","	C","	","	卸","	堀川","	堀川　熊本","	熊本","	0969222125","	熊本県　天草市北原町５－４８","	","	",340880,75446,48.59,701498,211701,328522,64193
"	【売上金額／ベスト順】    25/02/01～26/01/31",689,"	0078124","	ＪＡさいたま","	鴻巣営農経済センター","	C","	","	ＪＡ","	松本","	松本　関東・卸","	埼玉","	0485962552","	埼玉県　鴻巣市寺谷４７３－１","	","	",340040,40635,.00,0,0,23500,11725
"	【売上金額／ベスト順】    25/02/01～26/01/31",690,"	0070309","	山商　　　　　　　　　　　ＣＬ","	","	C","	","	卸","	木村寿","	木村寿　兵庫Ａ","	兵庫","	0727826179","	兵庫県　伊丹市北伊丹１－１８","	","	",339600,88044,25.05,1355670,370099,488670,140632
"	【売上金額／ベスト順】    25/02/01～26/01/31",691,"	0071146","	（有）森下商店","	","	","	","	小売店","	沖本","	沖本　岡山","	岡山","	0863620214","	岡山県　岡山市南区西高崎４５","	","	",338400,89409,124.25,272350,50495,156100,28540
"	【売上金額／ベスト順】    25/02/01～26/01/31",692,"	0077318","	（株）こめしん　本社","	","	C","	","	小売店","	山下尚","	山下尚　北海道","	北海道","	0154554111","	北海道　釧路市星が浦南","	　　　　１－７－３","	",337400,69966,58.01,581600,144111,518750,122604
"	【売上金額／ベスト順】    25/02/01～26/01/31",693,"	0072712","	一般財団法人　本山町農業公社","	","	C","	","	農業法人","	木村寿","	木村寿　四国","	高知","	0887764333","	高知県　長岡郡本山町北山甲","	　　　　２６８－５","	",335800,57699,52.62,638100,149295,2073310,291821
"	【売上金額／ベスト順】    25/02/01～26/01/31",694,"	0075497","	（有）内藤盛一商店","	","	C","	","	卸","	片山","	片山　関東山梨","	山梨","	0551222107","	山梨県　韮崎市龍岡町","	　　　　若尾新田７５８","	",334180,10076,97.38,343170,37266,309000,12856
"	【売上金額／ベスト順】    25/02/01～26/01/31",695,"	0088550","	丸森町農業創造センター","	","	","	","	生産者","	菅原","	菅原　東北Ｂ","	宮城","	0224723028","	宮城県　伊具郡丸森町　　　　","	        字鳥屋１２０","	",334090,87065,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",696,"	0026010","	井上商会","	","	","	","	取扱店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0667077543","	大阪府　大阪市平野区長吉出戸","	　　　　２－１３－１１－２０１","	",333080,79374,80.87,411870,87942,362200,84864
